"tconst","primaryTitle","startYear","endYear","rank","averageRating","numVotes","directors","writers","genres","IMDbLink","Title_IMDb_Link"
"tt6322684","Initial D: Final Stage",2014,2014,4751,8.4,1025,"Mitsuo Hashimoto","Nobuaki Kishima, Hiroshi Toda","Action, Animation, Sport","<a href=""https://www.imdb.com/title/tt6322684"" target=""_blank"">tt6322684</a>","<a href=""https://www.imdb.com/title/tt6322684"" target=""_blank"">Initial D: Final Stage</a>"
"tt2298919","Lupin the Third: The Woman Called Fujiko Mine",2012,2012,4752,7.7,1023,"Sayo Yamamoto, Yasuo Tsuchiya, Naoki Hishikawa, Makoto Suda, Tôru Takahashi, Hideki Tonokatsu, Parchique Fukuroukouji, Nana Harada, Shin Itagaki, Shôko Nakamura, Akira Nishimori, Yoshiaki Okumura, Yuzuru Tachikawa, Tokio Yamauchi","Gaston Leroux, Itsuko Miyoshi, Junji Nishimura, Mari Okada, Monkey Punch, Dai Satô, Shinsuke Ônishi","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt2298919"" target=""_blank"">tt2298919</a>","<a href=""https://www.imdb.com/title/tt2298919"" target=""_blank"">Lupin the Third: The Woman Called Fujiko Mine</a>"
"tt0108871","My Brother and Me",1994,1995,4753,8.2,1021,"Arlando Smith, Adam Weissman, Susan Dansby","Calvin Brown Jr., Ilunga Adell, Fred Johnson, Donelle Buck, Demetrius Andre Bady, Bobby Crawford, Merrie Elisabeth Dudley, J. Stanford Parker, Angela Harris","Comedy, Family","<a href=""https://www.imdb.com/title/tt0108871"" target=""_blank"">tt0108871</a>","<a href=""https://www.imdb.com/title/tt0108871"" target=""_blank"">My Brother and Me</a>"
"tt12026524","Love Scenery",2021,2021,4754,8,1019,"Qin Zhen","Xiaoting Luo, Yao Qiao, Wen Qin, Mengjia Xu","Comedy, Music, Romance","<a href=""https://www.imdb.com/title/tt12026524"" target=""_blank"">tt12026524</a>","<a href=""https://www.imdb.com/title/tt12026524"" target=""_blank"">Love Scenery</a>"
"tt34978735","SNL50: Beyond Saturday Night",2025,2025,4755,8.2,1015,"Robert Alexander, Neil Berkeley, Marshall Curry, Jason Zeldes","-","Documentary","<a href=""https://www.imdb.com/title/tt34978735"" target=""_blank"">tt34978735</a>","<a href=""https://www.imdb.com/title/tt34978735"" target=""_blank"">SNL50: Beyond Saturday Night</a>"
"tt8390274","Hostile Planet",2019,2019,4756,8.2,1015,"Steven Clarke, Anthony Pyper, Matthew Wright","Ed Fields, Bruce Kennedy","Documentary","<a href=""https://www.imdb.com/title/tt8390274"" target=""_blank"">tt8390274</a>","<a href=""https://www.imdb.com/title/tt8390274"" target=""_blank"">Hostile Planet</a>"
"tt3066856","Investigation Held by Kolobki",1986,1987,4757,8,1013,"Igor Kovalyov, Aleksandr Tatarskiy","Eduard Uspenskiy","Animation, Comedy, Family","<a href=""https://www.imdb.com/title/tt3066856"" target=""_blank"">tt3066856</a>","<a href=""https://www.imdb.com/title/tt3066856"" target=""_blank"">Investigation Held by Kolobki</a>"
"tt1279086","The Genius of Charles Darwin",2008,NA,4758,8.4,1011,"Russell Barnes","Richard Dawkins","Documentary","<a href=""https://www.imdb.com/title/tt1279086"" target=""_blank"">tt1279086</a>","<a href=""https://www.imdb.com/title/tt1279086"" target=""_blank"">The Genius of Charles Darwin</a>"
"tt11122508","Matchday: Inside FC Barcelona",2019,2019,4759,7.9,1009,"Oriol Querol, Pol Rodríguez","Raül Calabria","Documentary, Sport","<a href=""https://www.imdb.com/title/tt11122508"" target=""_blank"">tt11122508</a>","<a href=""https://www.imdb.com/title/tt11122508"" target=""_blank"">Matchday: Inside FC Barcelona</a>"
"tt1664065","Asfur",2010,2011,4760,8,1007,"Rani Sa'ar, Doron Paz, Yoav Paz","Guy Amir, Hanan Savyon","Comedy, Crime, Drama","<a href=""https://www.imdb.com/title/tt1664065"" target=""_blank"">tt1664065</a>","<a href=""https://www.imdb.com/title/tt1664065"" target=""_blank"">Asfur</a>"
"tt0247095","FreakyLinks",2000,2001,4761,7.9,1007,"David Straiton, Todd Holland, Stephen Cragg, Scott Lautanen, Jefery Levy, David Barrett, David Grossman, Randall Miller, Joe Napolitano, Bill Norton, Jay Tobias, Thomas J. Wright","David S. Goyer, Gregg Hale, Juan Carlos Coto, Russel Friend, Garrett Lerner, Michael R. Perry, Adisa Iwa, Mark Verheiden, David Simkins, Bently Tittle","Horror, Mystery, Sci-Fi","<a href=""https://www.imdb.com/title/tt0247095"" target=""_blank"">tt0247095</a>","<a href=""https://www.imdb.com/title/tt0247095"" target=""_blank"">FreakyLinks</a>"
"tt23235340","Kids in Crime",2022,NA,4762,8,1005,"Kenneth Karlstad","Audun Fagervold Hansen, Kenneth Karlstad","Drama","<a href=""https://www.imdb.com/title/tt23235340"" target=""_blank"">tt23235340</a>","<a href=""https://www.imdb.com/title/tt23235340"" target=""_blank"">Kids in Crime</a>"
"tt0085043","Kamiondzije 2",1983,1984,4763,8.6,1004,"Milo Djukanovic","Gordan Mihic","Comedy, Drama","<a href=""https://www.imdb.com/title/tt0085043"" target=""_blank"">tt0085043</a>","<a href=""https://www.imdb.com/title/tt0085043"" target=""_blank"">Kamiondzije 2</a>"
"tt0398581","Team Antonsen",2004,2010,4764,8.3,1004,"Atle Antonsen","Atle Antonsen, Harald Eia, Bård Tufte Johansen, Kristopher Schau","Comedy","<a href=""https://www.imdb.com/title/tt0398581"" target=""_blank"">tt0398581</a>","<a href=""https://www.imdb.com/title/tt0398581"" target=""_blank"">Team Antonsen</a>"
"tt10242848","Taco Chronicles",2019,NA,4765,7.8,1003,"Daniela Anelisse Rodríguez, Santiago Fabregas, Carlos Perez Osorio","Santiago Maza, Arcadi Palerm-Artis","Documentary","<a href=""https://www.imdb.com/title/tt10242848"" target=""_blank"">tt10242848</a>","<a href=""https://www.imdb.com/title/tt10242848"" target=""_blank"">Taco Chronicles</a>"
"tt9473162","Modernit miehet",2019,2024,4766,8,1002,"Jäppi Savolainen, Juha Pursiainen","Jarno Lindemark, Tuukka Vartiainen, Sarri Schonert, Jäppi Savolainen, Topi Koljonen, Timo Varpio, Anna Brotkin, Pirjo Heikkilä, John Lundsten, Janne Sarja, Hanna-Mari Mantere","Comedy","<a href=""https://www.imdb.com/title/tt9473162"" target=""_blank"">tt9473162</a>","<a href=""https://www.imdb.com/title/tt9473162"" target=""_blank"">Modernit miehet</a>"
"tt4162900","Yesil Deniz",2014,2016,4767,7.8,999,"Yahya Samanci, Firat Altun, Aziz Er","Serkan Birlik, Ali Kara, Idris Meydi","Comedy, Drama","<a href=""https://www.imdb.com/title/tt4162900"" target=""_blank"">tt4162900</a>","<a href=""https://www.imdb.com/title/tt4162900"" target=""_blank"">Yesil Deniz</a>"
"tt5771332","QB1: Beyond the Lights",2017,NA,4768,7.7,999,"-","-","Documentary, Sport","<a href=""https://www.imdb.com/title/tt5771332"" target=""_blank"">tt5771332</a>","<a href=""https://www.imdb.com/title/tt5771332"" target=""_blank"">QB1: Beyond the Lights</a>"
"tt0306306","Anthony Bourdain's a Cook's Tour",2002,2003,4769,8.3,998,"Christopher Collins, Lydia Tenaglia, Matthew Barbato","-","Documentary","<a href=""https://www.imdb.com/title/tt0306306"" target=""_blank"">tt0306306</a>","<a href=""https://www.imdb.com/title/tt0306306"" target=""_blank"">Anthony Bourdain's a Cook's Tour</a>"
"tt26235088","The Knockout",2023,NA,4770,7.7,998,"Jizhou Xu, Wai Hung Chan, Xuan Feng","Jizhou Xu, Junyi Zhu","Crime, Drama","<a href=""https://www.imdb.com/title/tt26235088"" target=""_blank"">tt26235088</a>","<a href=""https://www.imdb.com/title/tt26235088"" target=""_blank"">The Knockout</a>"
"tt0169517","Zmiennicy",1986,NA,4771,8,997,"Stanislaw Bareja","Stanislaw Bareja, Jacek Janczarski","Comedy","<a href=""https://www.imdb.com/title/tt0169517"" target=""_blank"">tt0169517</a>","<a href=""https://www.imdb.com/title/tt0169517"" target=""_blank"">Zmiennicy</a>"
"tt7890244","Misty",2018,2018,4772,7.8,997,"Mo Wan-il","In Je","Drama, Mystery, Romance","<a href=""https://www.imdb.com/title/tt7890244"" target=""_blank"">tt7890244</a>","<a href=""https://www.imdb.com/title/tt7890244"" target=""_blank"">Misty</a>"
"tt0247119","Mysterious Ways",2000,2002,4773,7.9,996,"Ken Jubenvill, Michael Robison, Rick Stevenson, Brad Turner, Scott Williams, Alan Simmonds, Peter O'Fallon, Richard Martin, Steve Anker, Carl Binder, Allan Kroeker, Mike Rohl, Anne Wheeler, Gilbert M. Shilton, Charles Winkler","Peter O'Fallon, Melissa R. Byer, Treena Hancock, Carl Binder, Barbara Covington, Eric Tuchman, Dawn Ritchie, Philip Gerson, Deborah Starr Seibel, Steven Barwin, Joel Fields, Carey W. Hayes, Chad Hayes, Gabriel David Tick, Dan D'Amelio, John Mandel","Drama, Fantasy, Sci-Fi","<a href=""https://www.imdb.com/title/tt0247119"" target=""_blank"">tt0247119</a>","<a href=""https://www.imdb.com/title/tt0247119"" target=""_blank"">Mysterious Ways</a>"
"tt0088547","Kane & Abel",1985,1985,4774,7.8,996,"Buzz Kulik","Jeffrey Archer, Robert W. Lenski","Drama","<a href=""https://www.imdb.com/title/tt0088547"" target=""_blank"">tt0088547</a>","<a href=""https://www.imdb.com/title/tt0088547"" target=""_blank"">Kane & Abel</a>"
"tt0386156","The Benny Hill Show",1955,1968,4775,7.7,994,"Kenneth Carter","Dave Freeman, Robert Gould, Benny Hill","Comedy","<a href=""https://www.imdb.com/title/tt0386156"" target=""_blank"">tt0386156</a>","<a href=""https://www.imdb.com/title/tt0386156"" target=""_blank"">The Benny Hill Show</a>"
"tt0076974","Against the Wind",1978,1978,4776,8.1,993,"George Miller, Simon Wincer","Bronwyn Binns, Paul Davies, Cliff Green, Tom Hegarty, Ian Jones, Peter A. Kinloch, Tony Morphett","Drama, History, Western","<a href=""https://www.imdb.com/title/tt0076974"" target=""_blank"">tt0076974</a>","<a href=""https://www.imdb.com/title/tt0076974"" target=""_blank"">Against the Wind</a>"
"tt2090883","Hubert ohne Staller",2011,NA,4777,7.7,992,"Carsten Fiebeler, Werner Siebert, Wilhelm Engelhardt, Oliver Mielke, Philipp Osthus, Sebastian Sorger, Jan Markus Linhof, Erik Haffner, Manuel Weiss, Anna-Katharina Maier, Matthias Steurer, Holger Gimpel, Verena S. Freytag","Ferdinand Auhser, Ben Brummer, Robert Brunn, Tanja Bubbel, Antje Bähr, Murmel Clausen, Tobias Dörr, Moritz Freitag, Michael Gruber, Rochus Hahn, Niklas Hoffmann, Philip Kaetner, Reinhard Krökel, Thomas Kämpf, Anne Katrin Mascher, Oliver Mielke, Paul Milbers, Hansjörg Nessensohn, Michael Pohl, Corinna Prinz, Lisa Reich, Daniel Rohm, Konstantin Rösemann, Alexander Söllner, Christine Thienelt, Leonard Tramitz, Jakob Vogt, Julia Walter, Manuel Weiss, Max Witzigmann, Kristian Wolff","Comedy, Crime, Drama","<a href=""https://www.imdb.com/title/tt2090883"" target=""_blank"">tt2090883</a>","<a href=""https://www.imdb.com/title/tt2090883"" target=""_blank"">Hubert ohne Staller</a>"
"tt6071336","Pokémon Generations",2016,2016,4778,7.7,992,"Ellyn Stern, Daiki Tomiyasu, Kazuyoshi Yaginuma, Saori Den, Kei Ajiki, Tetsuo Hirakawa, Arifumi Imai, Itsurô Kawasaki, Yûjirô Moriyama, Sunghoo Park, Shin'ichi Yoshino","Atsuhiro Tomioka","Adventure, Animation, Short","<a href=""https://www.imdb.com/title/tt6071336"" target=""_blank"">tt6071336</a>","<a href=""https://www.imdb.com/title/tt6071336"" target=""_blank"">Pokémon Generations</a>"
"tt0090524","Sivi dom",1984,1986,4779,8.8,991,"Darko Bajic","Gordan Mihic","Drama","<a href=""https://www.imdb.com/title/tt0090524"" target=""_blank"">tt0090524</a>","<a href=""https://www.imdb.com/title/tt0090524"" target=""_blank"">Sivi dom</a>"
"tt0094562","Tanner '88",1988,1988,4780,7.8,991,"Robert Altman","Garry Trudeau","Comedy, Drama","<a href=""https://www.imdb.com/title/tt0094562"" target=""_blank"">tt0094562</a>","<a href=""https://www.imdb.com/title/tt0094562"" target=""_blank"">Tanner '88</a>"
"tt5938484","Homestead Rescue",2016,NA,4781,8,990,"Justin Kelly, Andrew Parkin, David Lawrence, Keith McCormick, Emile Nawagamuwa, Mike Griffiths","-","Reality-TV","<a href=""https://www.imdb.com/title/tt5938484"" target=""_blank"">tt5938484</a>","<a href=""https://www.imdb.com/title/tt5938484"" target=""_blank"">Homestead Rescue</a>"
"tt0184109","Dragon Quest: Dai's Great Adventure",1991,1992,4782,7.8,989,"Nobutaka Nishizawa, Rintarô","Koji Inada, Riku Sanjyo","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt0184109"" target=""_blank"">tt0184109</a>","<a href=""https://www.imdb.com/title/tt0184109"" target=""_blank"">Dragon Quest: Dai's Great Adventure</a>"
"tt1489312","Burnistoun",2009,NA,4783,7.8,989,"Iain Davidson","Iain Connell, Robert Florence","Comedy","<a href=""https://www.imdb.com/title/tt1489312"" target=""_blank"">tt1489312</a>","<a href=""https://www.imdb.com/title/tt1489312"" target=""_blank"">Burnistoun</a>"
"tt3752978","2014 FIFA World Cup Brazil",2014,2014,4784,8,988,"-","-","Sport","<a href=""https://www.imdb.com/title/tt3752978"" target=""_blank"">tt3752978</a>","<a href=""https://www.imdb.com/title/tt3752978"" target=""_blank"">2014 FIFA World Cup Brazil</a>"
"tt11133466","Psychopath Diary",2019,2020,4785,7.7,988,"Jong Jae Lee","Kim Hwan-Chae, Choi Sung-Joon, Ryu Yong-jae","Comedy, Crime, Mystery","<a href=""https://www.imdb.com/title/tt11133466"" target=""_blank"">tt11133466</a>","<a href=""https://www.imdb.com/title/tt11133466"" target=""_blank"">Psychopath Diary</a>"
"tt21322416","Rampvlucht",2022,2022,4786,7.8,987,"Lourens Blok, Edson da Conceicao","Joy Delima, Michael Leendertse, Thomas van der Ree","Drama, History, Mystery","<a href=""https://www.imdb.com/title/tt21322416"" target=""_blank"">tt21322416</a>","<a href=""https://www.imdb.com/title/tt21322416"" target=""_blank"">Rampvlucht</a>"
"tt5764360","Beautiful Mind",2016,2016,4787,7.7,987,"Mo Wan-il","Kim Tae-hee","Drama, Mystery, Romance","<a href=""https://www.imdb.com/title/tt5764360"" target=""_blank"">tt5764360</a>","<a href=""https://www.imdb.com/title/tt5764360"" target=""_blank"">Beautiful Mind</a>"
"tt0149410","Abigél",1978,1978,4788,8.6,986,"Éva Zsurzs","Magda Szabó","Drama","<a href=""https://www.imdb.com/title/tt0149410"" target=""_blank"">tt0149410</a>","<a href=""https://www.imdb.com/title/tt0149410"" target=""_blank"">Abigél</a>"
"tt2488050","El Reemplazante",2012,2014,4789,8.5,985,"Cristián Jiménez, Nicolás Acuña","Pablo Paredes, Enrique Videla, Hernán Rodríguez Matte, Nimrod Amitai, Ignacio Arnold, Javier Bertossi, Paula Parra, Pancho Castillo, Cristobal Díaz, Larissa Contreras, Malu Urriola","Crime, Drama","<a href=""https://www.imdb.com/title/tt2488050"" target=""_blank"">tt2488050</a>","<a href=""https://www.imdb.com/title/tt2488050"" target=""_blank"">El Reemplazante</a>"
"tt7161104","Welcome to the Ballroom",2017,2017,4790,7.7,985,"Shintarô Itoga, Hitomi Ezoe, Masako Satô, Yoshimi Itazu, Yûsuke Kamada, Haruo Okuno, Shintarô Inokawa, Kazuchika Kise, Taisuke Mamori, Kazunori Mizuno, Masahiko Murata, Naoki Murata, Shintarô Nakazawa","Kenichi Suemitsu, Tomo Takeuchi","Animation, Music, Sport","<a href=""https://www.imdb.com/title/tt7161104"" target=""_blank"">tt7161104</a>","<a href=""https://www.imdb.com/title/tt7161104"" target=""_blank"">Welcome to the Ballroom</a>"
"tt0083380","At the Movies",1982,1986,4791,8.5,980,"Bob Varecha, Phil Reid","-","Talk-Show","<a href=""https://www.imdb.com/title/tt0083380"" target=""_blank"">tt0083380</a>","<a href=""https://www.imdb.com/title/tt0083380"" target=""_blank"">At the Movies</a>"
"tt0140181","Fist of the North Star 2",1987,1988,4792,8.1,980,"Toyoo Ashida, Hiromichi Matano, Jôhei Matsuura, Masahisa Ishida, Toshihiko Arisako, Atsutoshi Umezawa, Renji Kawabata, Hideo Watanabe, Jutarô Ôba, Masayuki Akehi, Jun Fukada, Nobutaka Nishizawa","Buronson, Tetsuo Hara, Hiroshi Toda, Higashi Shimizu, Yukiyoshi Ôhashi","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt0140181"" target=""_blank"">tt0140181</a>","<a href=""https://www.imdb.com/title/tt0140181"" target=""_blank"">Fist of the North Star 2</a>"
"tt3295542","Have You Been Paying Attention?",2013,NA,4793,8.3,979,"-","-","Comedy, Game-Show, News","<a href=""https://www.imdb.com/title/tt3295542"" target=""_blank"">tt3295542</a>","<a href=""https://www.imdb.com/title/tt3295542"" target=""_blank"">Have You Been Paying Attention?</a>"
"tt5989104","May I Come in Madam?",2016,NA,4794,8.5,978,"Shashank Bali, Ritwik Mukherjee","Shashank Bali, Anirudh Madesia, Manoj Santoshi, Raghuvir Shekhawat","Comedy","<a href=""https://www.imdb.com/title/tt5989104"" target=""_blank"">tt5989104</a>","<a href=""https://www.imdb.com/title/tt5989104"" target=""_blank"">May I Come in Madam?</a>"
"tt1141747","The Night Shift",2007,2007,4795,8.8,975,"Ragnar Bragason","Ragnar Bragason, Jón Gnarr, Jóhann Ævar Grímsson, Jörundur Ragnarsson, Pétur Jóhann Sigfússon, Gestur Valur Svansson","Comedy, Drama","<a href=""https://www.imdb.com/title/tt1141747"" target=""_blank"">tt1141747</a>","<a href=""https://www.imdb.com/title/tt1141747"" target=""_blank"">The Night Shift</a>"
"tt0235138","Space Cobra",1982,1983,4796,8.4,975,"Osamu Dezaki, Yoshio Takeuchi","Buichi Terasawa, Haruya Yamazaki, Kôsuke Miki, Kenji Terada, John Semper","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt0235138"" target=""_blank"">tt0235138</a>","<a href=""https://www.imdb.com/title/tt0235138"" target=""_blank"">Space Cobra</a>"
"tt0291604","Dinner for Five",2001,2005,4797,8.2,974,"Chris Donovan","-","Comedy, Talk-Show","<a href=""https://www.imdb.com/title/tt0291604"" target=""_blank"">tt0291604</a>","<a href=""https://www.imdb.com/title/tt0291604"" target=""_blank"">Dinner for Five</a>"
